TRADE_DT,EXPIRY,EXPIRY_CODE,MODEL,10CALL,25CALL,75PUT,90PUT,ATM,SKEW_25D,BF_25D,SKEW_10D
2026-07-03,2026-12-18,2612,QUADRATIC,0.2850836345293963,0.27282800071866903,0.2720612019499029,0.2829994711491022,0.2685585058854077,0.0007667987687661193,0.003886095448878246,0.0020841633802941018
2026-07-03,2027-03-19,2703,QUADRATIC,0.28350947072094695,0.30671990246906267,0.2394334182599855,0.19390742904487918,0.2840045128805251,0.06728648420907718,-0.010927852516001035,0.08960204167606778
2026-07-03,2027-06-18,2706,QUADRATIC,0.30079135767680626,0.3133898035017957,0.41053666218012297,0.5627642271927182,0.3578077267480196,-0.09714685867832729,0.0041555060929397425,-0.261972869515912
2026-07-06,2026-07-17,2607,QUADRATIC,0.28212008103458364,0.26888192578188747,0.27472579124824226,0.2952727805411084,0.26641418590134885,-0.005843865466354792,0.005389672613715979,-0.013152699506524757
2026-07-06,2026-08-21,2608,QUADRATIC,0.26251367021300515,0.25932302259346307,0.27045201645244676,0.285843415063085,0.26205295771029824,-0.011128993858983693,0.0028345618126566774,-0.02332974485007988
2026-07-06,2026-09-18,2609,QUADRATIC,0.28646362782224905,0.2723766878056779,0.2783897248838968,0.29968308558016166,0.2699901699719446,-0.006013037078218875,0.005393036372842774,-0.013219457757912612
2026-07-06,2026-12-18,2612,QUADRATIC,0.2834315744069101,0.2733800888429455,0.2739944718817237,0.28442245411579087,0.2702918621664508,-0.000614383038778199,0.0033954181958837926,-0.0009908797088807875
2026-07-06,2027-03-19,2703,QUADRATIC,0.28104851473012826,0.3130049518894114,0.23503682452988311,0.18394008787670796,0.2893886391819948,0.0779681273595283,-0.01536775097234755,0.0971084268534203
2026-07-06,2027-06-18,2706,QUADRATIC,0.3299997370560504,0.31676444355362715,0.41971639151662277,0.7137803382429078,0.35412522972984506,-0.10295194796299562,0.014115187805279872,-0.38378060118685736
2026-07-07,2026-07-17,2607,QUADRATIC,0.28991204683559646,0.27216689157621765,0.27121380315844423,0.2874960827010672,0.26615690053213636,0.0009530884177734178,0.005533446835194578,0.0024159641345292693
2026-07-07,2026-08-21,2608,QUADRATIC,0.2656318125314432,0.2576149784714194,0.26365873287615077,0.2785343265369178,0.2569621489040331,-0.006043754404731372,0.0036747067697519564,-0.012902514005474597
2026-07-07,2026-09-18,2609,QUADRATIC,0.28330120438579537,0.26616054281287943,0.26850028675864307,0.28805889828587083,0.2616278595777614,-0.0023397439457636393,0.005702555207999838,-0.004757693900075466
2026-07-07,2026-12-18,2612,QUADRATIC,0.28976054195462114,0.2737887267728741,0.26476010157020935,0.2700506489819967,0.2651647611138427,0.00902862520266473,0.004109653057699059,0.019709892972624432
2026-07-07,2027-03-19,2703,QUADRATIC,0.2895375106159334,0.3143493158445364,0.21396174304386173,0.1655210791973127,0.27227541624635476,0.10038757280067467,-0.008119886802155696,0.1240164314186207
2026-07-07,2027-06-18,2706,QUADRATIC,0.31909404919626777,0.31829522678200173,0.4005823006409254,0.5573617331648253,0.3518759045739019,-0.0822870738589237,0.007562859137561662,-0.23826768396855752
2026-07-08,2026-07-17,2607,QUADRATIC,0.298998646380012,0.28058949537687244,0.279545481896591,0.29636802010446267,0.2743409465892417,0.001044013480281436,0.005726542047490013,0.0026306262755493304
2026-07-08,2026-08-21,2608,QUADRATIC,0.2746669399765785,0.2678939423225012,0.26898339884768485,0.27683303735627285,0.26589408263704284,-0.001089456525183663,0.002544587948050181,-0.002166097379694365
2026-07-08,2026-09-18,2609,QUADRATIC,0.2899823937642804,0.27542622241945025,0.275009675705925,0.28864496341571994,0.270552233240423,0.0004165467135252565,0.0046657158222646045,0.0013374303485604866
2026-07-08,2026-12-18,2612,QUADRATIC,0.2951684552954156,0.2830847968552073,0.26907742836468884,0.26697512360569836,0.2733899713243682,0.01400736849051848,0.0026911412855798456,0.028193331689717216
2026-07-08,2027-03-19,2703,QUADRATIC,0.28977302779985487,0.33501733204509754,0.19951337672462896,0.14421838762634673,0.2817185353579331,0.13550395532046858,-0.014453180973069857,0.14555464017350814
2026-07-08,2027-06-18,2706,QUADRATIC,0.33079376749072786,0.32666649016491195,0.4395138282240547,0.724978327686384,0.37097553102651026,-0.11284733805914277,0.01211462816797304,-0.3941845601956562
2026-07-09,2026-07-17,2607,QUADRATIC,0.2826166333296721,0.26543076130587934,0.2624838903473469,0.2757900988538617,0.25891172293791986,0.0029468709585324104,0.005045602888693268,0.006826534475810386
2026-07-09,2026-08-21,2608,QUADRATIC,0.266560632468079,0.25895044304502063,0.2657685789885768,0.2811371226616122,0.25868984396764305,-0.006818135943556181,0.003669667049155667,-0.014576490193533242
2026-07-09,2026-09-18,2609,QUADRATIC,0.2912172100608356,0.27619218820480185,0.27573707170717193,0.2897662285876924,0.2711718004150076,0.0004551164976299149,0.004792829540979315,0.0014509814731432091
2026-07-09,2026-12-18,2612,QUADRATIC,0.2923672302915453,0.2808799636284063,0.2714490032364212,0.27295734541065214,0.2732851246329076,0.0094309603919851,0.0028793587995061265,0.01940988488089318
2026-07-09,2027-03-19,2703,QUADRATIC,0.2910755120529135,0.3248946685355447,0.21632106962177464,0.1635507981207091,0.2828375128978503,0.10857359891377008,-0.012229643819190616,0.12752471393220438
2026-07-09,2027-06-18,2706,QUADRATIC,0.34248705392381973,0.32115119429516414,0.46634489319526906,1.0063038781639206,0.3719088068788811,-0.14519369890010492,0.021839236866335487,-0.6638168242401009
2026-07-10,2026-07-17,2607,QUADRATIC,0.26960016953434185,0.25731963585935513,0.26232553322142865,0.2808117829075849,0.2548493675645994,-0.005005897362073519,0.004973216975792449,-0.011211613373243057
2026-07-10,2026-08-21,2608,QUADRATIC,0.2651637133406456,0.2600128958969499,0.2626926737517333,0.27059374664119096,0.2591191085986443,-0.0026797778547833495,0.002233676225697312,-0.005430033300545367
2026-07-10,2026-09-18,2609,QUADRATIC,0.2942644907887515,0.27811469642670245,0.27531058214554416,0.28761925692249035,0.2719075448601003,0.0028041142811582875,0.004805094426023004,0.0066452338662611465
2026-07-10,2026-12-18,2612,QUADRATIC,0.2981781838569611,0.2880950945082261,0.27222076802669776,0.2671685611482108,0.27816524869163156,0.015874326481528367,0.0019926825758303512,0.031009622708750295
2026-07-10,2027-03-19,2703,QUADRATIC,0.2881974600153484,0.33250794287523777,0.21531852646651728,0.15830022416209086,0.292137121906867,0.11718941640872049,-0.0182238872359895,0.12989723585325755
2026-07-10,2027-06-18,2706,QUADRATIC,0.3397232666606797,0.33019642326345444,0.4814404987349755,0.9752559815747248,0.38694816482942135,-0.15124407547152108,0.018870296169793632,-0.6355327149140451
2026-07-13,2026-07-17,2607,QUADRATIC,0.43906046842027135,0.42258583715206793,0.4339509502934099,0.46422160672257623,0.42070923487042894,-0.011365113141341976,0.007559158852310011,-0.025161138302304875
2026-07-13,2026-08-21,2608,QUADRATIC,0.32750893492769234,0.3159219586606447,0.2959657339821661,0.28891316220415925,0.3043703204472073,0.01995622467847863,0.0015735258741980673,0.038595772723533095
2026-07-13,2026-09-18,2609,QUADRATIC,0.3338205338450081,0.31904723525270745,0.31261658936815634,0.3199894870399838,0.31172984546956195,0.006430645884551112,0.0041020668408699446,0.013831046805024283
2026-07-13,2026-12-18,2612,QUADRATIC,0.32440245807801077,0.30690551460268767,0.2721772200984065,0.25816370471535266,0.28643850957935063,0.034728294504281165,0.0031028577711964545,0.06623875336265811
2026-07-13,2027-03-19,2703,QUADRATIC,0.31820761077906945,0.35890869615375115,0.21442000247879495,0.1571998172892754,0.2960232480643565,0.1444886936749562,-0.009358898748083433,0.16100779348979405
2026-07-13,2027-06-18,2706,QUADRATIC,0.3740039852124265,0.34790001087675093,0.43224919172895254,0.6534776464235608,0.37690552441489916,-0.08434918085220161,0.013169076887952602,-0.27947366121113426
2026-07-14,2026-07-17,2607,QUADRATIC,0.3770275654278518,0.36323139947677846,0.3710510147702945,0.394159729245701,0.3610526030823553,-0.007819615293516047,0.006088604041181167,-0.017132163817849155
2026-07-14,2026-08-21,2608,QUADRATIC,0.29262865527389803,0.2851933269307136,0.29420255854224114,0.31189397682611475,0.2857418246447323,-0.009009231611527557,0.0039561180917450645,-0.01926532155221672
2026-07-14,2026-09-18,2609,QUADRATIC,0.30936016067356575,0.29743404794203,0.3024703230942176,0.3200451572067682,0.2952846281576837,-0.00503627515218763,0.004667557360440111,-0.010684996533202429
2026-07-14,2026-12-18,2612,QUADRATIC,0.3088472810034776,0.29888150677908076,0.2746565088056083,0.2633384743807679,0.2853062532328851,0.02422499797347244,0.0014627545594594338,0.045508806622709674
2026-07-14,2027-03-19,2703,QUADRATIC,0.30487425509187144,0.29137622150932985,0.2673091225154655,0.25818167796532904,0.2765159684088454,0.024067098993864333,0.002826703603552305,0.0466925771265424
2026-07-14,2027-06-18,2706,QUADRATIC,0.3028498267533755,0.2879497948994657,0.26512303082782407,0.25764211375157353,0.27302713752854907,0.022826764071641636,0.0035092753350958183,0.045207713001801986
2026-07-15,2026-07-17,2607,QUADRATIC,0.40654438884896305,0.3923164709284285,0.39503937388590304,0.41229574035632033,0.38828952436981934,-0.002722902957474571,0.00538839803734642,-0.005751351507357283
2026-07-15,2026-08-21,2608,QUADRATIC,0.2989310005585832,0.2938080495209015,0.3085580666998226,0.33068877754005194,0.29709896954816817,-0.014750017178921104,0.004084088562193888,-0.031757776981468755
2026-07-15,2026-09-18,2609,QUADRATIC,0.311294829462228,0.30230643722313455,0.31144530576599183,0.330877552545648,0.30254616397814454,-0.009138868542857281,0.004329707516418646,-0.019582723083420017
2026-07-15,2026-12-18,2612,QUADRATIC,0.3077121228966515,0.2969042060167068,0.28179374297745874,0.27790167746852346,0.2870673137172344,0.015110463039248068,0.0022816607798483712,0.029810445428128052
2026-07-15,2027-03-19,2703,QUADRATIC,0.3002725977229641,0.2948460931374023,0.2661116772235517,0.2490431325253576,0.2801307597927675,0.028734415913850564,0.00034812538770950807,0.051229465197606516
2026-07-15,2027-06-18,2706,QUADRATIC,0.2940660926337277,0.2918706351003915,0.262668747553227,0.24324734375103202,0.2775327799515641,0.029201887547164518,-0.00026308862475488137,0.050818748882695663
2026-07-16,2026-07-17,2607,QUADRATIC,0.5090718986087659,0.484913069886851,0.4657731379292183,0.4694197052429959,0.4702699680739574,0.019139931957632694,0.005073135834077314,0.03965219336576997
2026-07-16,2026-08-21,2608,QUADRATIC,0.32857315705947043,0.3217438827831426,0.3273321538503256,0.34007107956891985,0.3213148279229224,-0.005588271067183015,0.003223190393811748,-0.01149792250944942
2026-07-16,2026-09-18,2609,QUADRATIC,0.33452361981449374,0.32033534387490226,0.3206143590594159,0.33474270563841596,0.3157389041766959,-0.0002790151845136202,0.004735947290463116,-0.00021908582392221598
2026-07-16,2026-12-18,2612,QUADRATIC,0.32197898949073156,0.3062369742360828,0.283512809979594,0.27688707734762597,0.29167745348004626,0.02272416425648882,0.0031974386277921485,0.045091912143105595
2026-07-16,2027-03-19,2703,QUADRATIC,0.31453066619898196,0.30766048034340104,0.2592685462305528,0.23287912962984414,0.28273634887417304,0.048391934112848256,0.0007281644128038778,0.08165153656913782
2026-07-16,2027-06-18,2706,QUADRATIC,0.34027967124060643,0.2977444266709269,0.31850440059083457,0.39166508544185136,0.29679101580393236,-0.020759973919907693,0.011333397826948366,-0.05138541420124493
2026-07-17,2026-08-21,2608,QUADRATIC,0.40058498977291457,0.3793562415373551,0.3579377326189534,0.35652973783709996,0.3643041683230445,0.02141850891840169,0.004342818755109723,0.04405525193581461
2026-07-17,2026-09-18,2609,QUADRATIC,0.39745381487251774,0.36606224668131165,0.33218860850322246,0.3263415502199647,0.34310167950551884,0.033873638178089194,0.006023748086748215,0.07111226465255305
2026-07-17,2026-12-18,2612,QUADRATIC,0.3642532741056799,0.3324396773072405,0.2695746675769337,0.24595205713969964,0.29479195624119464,0.06286500973030679,0.006215216200892437,0.11830121696598028
2026-07-17,2027-03-19,2703,QUADRATIC,0.34486669356228394,0.31658678670891466,0.25550862391286916,0.2316692228944831,0.2796672934759842,0.0610781627960455,0.006380411834907729,0.11319747066780084
2026-07-17,2027-06-18,2706,QUADRATIC,0.358960046007079,0.30255679621437936,0.3011125002824758,0.3419671297071511,0.29023409004925316,0.0014442959319035387,0.011600558199174438,0.016992916299927885
2026-07-20,2026-08-21,2608,QUADRATIC,0.45475014898832966,0.4502817841149189,0.4626544441823628,0.4798400288632315,0.4532305906092736,-0.012372660067443864,0.0032375235393672375,-0.025089879874901855
2026-07-20,2026-09-18,2609,QUADRATIC,0.4282389066322649,0.4116942436658611,0.3949961792711584,0.39448005272806386,0.3995203275517996,0.016698064394702727,0.0038248839167101534,0.033758853904201025
2026-07-20,2026-10-16,2610,QUADRATIC,0.3783966673050696,0.35727929117546653,0.3827687695513821,0.44112500081707173,0.36023035092041045,-0.025489478375915586,0.009793679443013903,-0.06272833351200213
2026-07-20,2026-12-18,2612,QUADRATIC,0.3781338740944905,0.3546629441468395,0.3090911826317297,0.29114256938573957,0.3272573926685597,0.04557176151510983,0.004619670720724889,0.08699130470875094
2026-07-20,2027-03-19,2703,QUADRATIC,0.35039577304995634,0.32056264369534093,0.2835060768612235,0.273680030598336,0.29551791389866117,0.037056566834117455,0.006516446379621066,0.07671574245162033
2026-07-20,2027-06-18,2706,QUADRATIC,0.3411136935401588,0.29886834125838035,0.3089433151027003,0.36036746697864225,0.29340624700237106,-0.010074973844319934,0.010499581178169293,-0.019253773438483446
2026-07-21,2026-08-21,2608,QUADRATIC,0.349366157872033,0.3442873139603402,0.3827211602273971,0.4409542381044614,0.3553909093045409,-0.038433846267056926,0.008113327789327718,-0.09158808023242837
2026-07-21,2026-09-18,2609,QUADRATIC,0.35863566789077117,0.3450726557764364,0.3595999165941393,0.3911159968740656,0.345855042459894,-0.014527260817702892,0.0064812437253938815,-0.03248032898329445
2026-07-21,2026-10-16,2610,QUADRATIC,0.3719340207033025,0.33489518444783867,0.32565193938156367,0.34697140787094016,0.32112537736960495,0.009243245066274997,0.009148184545096194,0.02496261283236234
2026-07-21,2026-12-18,2612,QUADRATIC,0.33384856348574066,0.3155260737348101,0.29836944040131075,0.29805558563306045,0.30268545808635244,0.01715663333349937,0.00426229898170799,0.03579297785268021
2026-07-21,2027-03-19,2703,QUADRATIC,0.3212535862140613,0.2931930802705507,0.28502154844459787,0.29995215392466845,0.2820571393969762,0.008171531825952816,0.007050174960598121,0.021301432289392852
2026-07-21,2027-06-18,2706,QUADRATIC,0.30218853461847334,0.2926381370441699,0.24636950308399636,0.22237944861169745,0.26747271349202806,0.046268633960173555,0.0020311065720550747,0.07980908600677589
2026-07-22,2026-08-21,2608,QUADRATIC,0.3182532137880431,0.3132253881290018,0.35441034472233673,0.4213265007787146,0.32490920525842276,-0.04118495659333493,0.008908661167246479,-0.10307328699067148
2026-07-22,2026-09-18,2609,QUADRATIC,0.3174112622210678,0.3054546401380815,0.33658247044379164,0.39623281854880055,0.3122029268048949,-0.031127830305710147,0.008815628486041671,-0.07882155632773274
2026-07-22,2026-10-16,2610,QUADRATIC,0.31038962966011313,0.2923481086311192,0.3117691568613817,0.35862649585197004,0.2937044695251551,-0.019421048230262472,0.008354163221095334,-0.04823686619185691
2026-07-22,2026-12-18,2612,QUADRATIC,0.3152150422446236,0.2938283719500788,0.285433632809772,0.295635490934811,0.28404122868522524,0.008394739140306806,0.005589773694700206,0.019579551309812593
2026-07-22,2027-03-19,2703,QUADRATIC,0.3074212383967782,0.2786582244378358,0.27722842960531596,0.3009952383712075,0.27033463782076866,0.001429794832519815,0.007608689200807206,0.0064260000255706995
2026-07-22,2027-06-18,2706,QUADRATIC,0.2973747169491419,0.27892713262069274,0.2539270998958825,0.24681747253766148,0.2622165226448121,0.025000032724810217,0.004210593613475533,0.050557244411480434
2026-07-23,2026-08-21,2608,QUADRATIC,0.3030181949392395,0.29253842540325975,0.31119027780539144,0.34660939770022525,0.2952600713360062,-0.018651852402131686,0.006604280268319385,-0.04359120276098577
2026-07-23,2026-09-18,2609,QUADRATIC,0.3095684297191006,0.2951526328436126,0.3075624754209002,0.33811018536002163,0.29485201305769765,-0.01240984257728761,0.006505541074558752,-0.02854175564092104
2026-07-23,2026-10-16,2610,QUADRATIC,0.3019175222200643,0.28132697797155803,0.2969106937985396,0.34074534971547166,0.280671470657187,-0.015583715826981592,0.008447365227861825,-0.03882782749540736
2026-07-23,2026-12-18,2612,QUADRATIC,0.3064772867123922,0.2843181797417476,0.27508251485157914,0.28484941252731644,0.27405664410080866,0.009235664890168471,0.005643703195854721,0.02162787418507578
2026-07-23,2027-03-19,2703,QUADRATIC,0.3041732258782452,0.2758522779605662,0.26488267267785054,0.27654451188159385,0.26358835093925587,0.010969605282715678,0.006779124379952484,0.027628713996651344
2026-07-23,2027-06-18,2706,QUADRATIC,0.29261837144619995,0.268047931112323,0.24758985164142625,0.24734653521581404,0.2522558836826411,0.020458079470896756,0.005563007694233513,0.045271836230385915
2026-07-24,2026-08-21,2608,QUADRATIC,0.32479652046641705,0.3150815311869107,0.34524543593614393,0.3987172359675016,0.3217668883325296,-0.03016390474923325,0.008396595228997716,-0.07392071550108453
2026-07-24,2026-09-18,2609,QUADRATIC,0.3234793718092656,0.31051646057702437,0.33088781083238306,0.3716814003569897,0.3133964524014079,-0.02037135025535869,0.00730568330329584,-0.048202028547724096
2026-07-24,2026-10-16,2610,QUADRATIC,0.3191945387678165,0.2951134823312643,0.3091339735936724,0.35385189370585557,0.29305985515670824,-0.014020491262408119,0.009063872805760098,-0.034657354938039064
2026-07-24,2026-12-18,2612,QUADRATIC,0.3172442597523216,0.29388850600627814,0.28596118412988764,0.2981454778405862,0.2838346741105253,0.007927321876390503,0.006090170957557595,0.01909878191173542
2026-07-24,2027-03-19,2703,QUADRATIC,0.30953274002799025,0.2827698778279542,0.2826766813733696,0.3067171556646972,0.27537474146786917,9.319645458460979e-05,0.007348538132792737,0.0028155843632930444
2026-07-24,2027-06-18,2706,QUADRATIC,0.2998712062455493,0.28128792775106165,0.2564138952111415,0.24948775660798825,0.26458913351941704,0.024874032539920155,0.004261777961684532,0.050383449637561056
2026-07-27,2026-08-21,2608,QUADRATIC,0.3229393242700845,0.30691229193746283,0.31736488700920285,0.34702506259923027,0.3052379166358455,-0.010452595071740012,0.006900672837487354,-0.02408573832914579
2026-07-27,2026-09-18,2609,QUADRATIC,0.31894400391178707,0.30059091420843614,0.316529450111422,0.3576709075819374,0.3003833644241241,-0.01593853590298583,0.008176817735804975,-0.03872690367015036
2026-07-27,2026-10-16,2610,QUADRATIC,0.33567635420484926,0.2894242602017409,0.2910814349997411,0.3353863001404994,0.2786970722598248,-0.001657174798000205,0.011555775340916175,0.0002900540643498428
2026-07-27,2026-12-18,2612,QUADRATIC,0.3101020725258392,0.28453198173763683,0.28209887518729526,0.30254837420468494,0.2762490250260357,0.0024331065503415683,0.007066403436430335,0.007553698321154267
2026-07-27,2027-03-19,2703,QUADRATIC,0.2968816121054659,0.2736248597046397,0.2818843296222975,0.3151198795622837,0.27037550337464905,-0.008259469917657802,0.007379091288819528,-0.018238267456817836
2026-07-27,2027-06-18,2706,QUADRATIC,0.28545272687000967,0.2762542041522725,0.25524669341788003,0.24557615606916425,0.26384800204828146,0.021007510734392443,0.001902446736794794,0.03987657080084542
2026-07-28,2026-08-21,2608,QUADRATIC,0.3439572040059321,0.33312909466800283,0.35979083825327973,0.4075871949161052,0.338347130741833,-0.026661743585276898,0.008112835718808276,-0.06362999091017307
2026-07-28,2026-09-18,2609,QUADRATIC,0.3312677164154802,0.3206568285463595,0.35206479300918236,0.40856572225879884,0.3279223860149667,-0.031407964462822846,0.008438424762804209,-0.07729800584331864
2026-07-28,2026-10-16,2610,QUADRATIC,0.3200709542573724,0.2970992292830456,0.3338631444556864,0.43086274773952465,0.30293437809962787,-0.03676391517264077,0.012546808769738127,-0.11079179348215223
2026-07-28,2026-12-18,2612,QUADRATIC,0.31151358544915364,0.29488195158997127,0.3080853928891135,0.34191414228614586,0.294762634954961,-0.013203441299142249,0.006721037284581399,-0.03040055683699222
2026-07-28,2027-03-19,2703,QUADRATIC,0.2983164569374879,0.2796202406382614,0.30584832716809307,0.3661845570124697,0.284376462055789,-0.026228086529831662,0.008357821847388258,-0.06786810007498184
2026-07-28,2027-06-18,2706,QUADRATIC,0.2876324153904527,0.2721177807324114,0.29109040385367,0.3329214804456737,0.2753304349484748,-0.018972623121258636,0.006273657344565919,-0.04528906505522101
2026-07-29,2026-08-21,2608,QUADRATIC,0.3577851000177161,0.347168771309306,0.37142232591263596,0.41413912590727797,0.3517105612637511,-0.024253554603329952,0.007584987347219907,-0.0563540258895619
2026-07-29,2026-09-18,2609,QUADRATIC,0.34073713062290556,0.32988603737590283,0.3586462058327279,0.40989347853851155,0.3362474042135116,-0.028760168456825053,0.008018717390803731,-0.06915634791560599
2026-07-29,2026-10-16,2610,QUADRATIC,0.3274137461193088,0.3060233749992392,0.3239844271989974,0.3720437608652046,0.30597282991352426,-0.017961052199758187,0.009031071185594042,-0.044630014745895785
2026-07-29,2026-12-18,2612,QUADRATIC,0.30359409273099575,0.2873191722919517,0.3089500727652726,0.3570078824503098,0.2903607503165512,-0.02163090047332089,0.007773872212060939,-0.05341378971931404
2026-07-29,2027-03-19,2703,QUADRATIC,0.29486599235557215,0.27457397877995815,0.30061656627254535,0.3635725193366205,0.27882723163279366,-0.0260425874925872,0.008768040893458062,-0.06870652698104834
2026-07-29,2027-06-18,2706,QUADRATIC,0.2827064386853093,0.276126583499808,0.27499197509776124,0.28023814137437564,0.27345064116169526,0.0011346084020467662,0.0021086381370893914,0.002468297310933676
