"OBJECT_ID","S_INFO_WINDCODE","TRADE_DT","S_DQ_OPEN","S_DQ_HIGH","S_DQ_LOW","S_DQ_CLOSE","S_DQ_SETTLE","S_DQ_VOLUME","S_DQ_AMOUNT","S_DQ_OI","S_DQ_OICHANGE","S_DQ_PRESETTLE","S_DQ_CHANGE1","S_DQ_CHANGE2","S_DQ_PCTCHANGE1","S_DQ_PCTCHANGE2","OPDATE","OPMODE"
{5C5A1170-3B7A-4B77-99C7-6489234FBE0D},MO2606-P-7200.CFE,"20260602",3.4,7,2.8,3,3,1661,76.266,2185,-136,3.6,-0.6,-0.6,-16.67,-16.67,2026-06-02 16:19:40,"1"
{5C759F05-8A03-41ED-B9E5-720C1FD30451},MO2609-P-8000.CFE,"20260602",412.8,482.2,392.4,418,418,715,3122.992,1505,-16,429,-11,-11,-2.56,-2.56,2026-06-02 16:19:40,"1"
{5C95C872-49C5-4DCD-AA27-AA02367046FF},MO2607-C-9400.CFE,"20260602",43.4,44.2,37.8,37.8,39,436,178.074,661,120,41.2,-3.4,-2.2,-8.25,-5.34,2026-06-02 16:19:40,"1"
{6578F048-820F-494D-8B6F-8E9329F1E79A},MO2607-P-9000.CFE,"20260602",834.4,944.4,791.6,803.4,817.2,226,1959.214,437,78,841,-37.6,-23.8,-4.47,-2.83,2026-06-02 16:19:40,"1"
{658AC0D2-252A-4CA9-9125-DC264E053977},MO2703-C-7200.CFE,"20260602",994.6,994.6,994.6,994.6,1038.6,1,9.946,280,0,1031.8,-37.2,6.8,-3.61,0.66,2026-06-02 16:19:40,"1"
{773C2165-DE59-4CE1-8B59-506F578BBFD7},MO2703-C-9200.CFE,"20260602",308.2,310,289,300,297.4,12,36.076,144,-3,297.4,2.6,0,0.87,0,2026-06-02 16:19:40,"1"
{8077FF22-E831-4E25-910C-276DE15EBE8F},MO2608-P-8600.CFE,"20260602",646,724.8,644.2,670,642.4,38,262.186,278,9,656.6,13.4,-14.2,2.04,-2.16,2026-06-02 16:19:40,"1"
{92B3F7B4-49D6-484B-B833-87783ED0C7A9},MO2609-C-7600.CFE,"20260602",765,812,716,795,782.2,108,816.434,1079,18,761,34,21.2,4.47,2.79,2026-06-02 16:19:40,"1"
{9B802860-5C43-4BB9-95D7-9064B6A62993},MO2607-C-9700.CFE,"20260602",23.6,24.2,21,21,21,201,45.224,568,1,22.4,-1.4,-1.4,-6.25,-6.25,2026-06-02 16:19:40,"1"
{A4699CF3-7462-4018-A2AA-9D506E8C14FA},MO2607-P-8200.CFE,"20260602",285,369.2,258,280.6,280.6,2083,6561.376,1448,314,299.2,-18.6,-18.6,-6.22,-6.22,2026-06-02 16:19:40,"1"
{A47CAD14-CD0F-4C83-9E6A-32FA3EA0E55E},MO2608-C-8300.CFE,"20260602",372.2,396,336.8,394.6,374.2,54,195.286,58,3,367.6,27,6.6,7.34,1.8,2026-06-02 16:19:40,"1"
{A49BF4E5-11F5-4F06-B009-475F50E8B3F2},MO2612-P-9000.CFE,"20260602",1403.2,1403.2,1299,1304.8,1324,18,237.636,685,5,1337.4,-32.6,-13.4,-2.44,-1,2026-06-02 16:19:40,"1"
{D2620274-D52B-4998-9651-4262F8624EE5},MO2606-C-6800.CFE,"20260602",1507.6,1557.4,1407.6,1549,1537.6,101,1485.644,584,-2,1516.8,32.2,20.8,2.12,1.37,2026-06-02 16:19:40,"1"
{FDA6A3EA-ECB2-4CA0-95D4-20680FC68AE4},MO2703-P-9400.CFE,"20260602",1949.4,1971.4,1828,1828,1843,30,573.564,43,-8,1867.6,-39.6,-24.6,-2.12,-1.32,2026-06-02 16:19:40,"1"
{661C6A29-A47D-4057-9D4B-1738CFDFCCDF},MO2609-C-9000.CFE,"20260602",199.8,210,176.6,196.8,196.8,574,1102.726,2362,55,191.6,5.2,5.2,2.71,2.71,2026-06-02 16:19:40,"1"
{812A4CEC-BC59-4ED4-8FFE-3970EC8BADBB},MO2606-C-6700.CFE,"20260602",1620.8,1661.2,1512.6,1661.2,1637.2,103,1638.84,81,2,1616.4,44.8,20.8,2.77,1.29,2026-06-02 16:19:40,"1"
{8A19A152-0F36-4200-87CC-F7066A95EAA9},MO2608-C-8700.CFE,"20260602",230,241.2,205.6,225.6,221.2,69,155.718,202,7,222.4,3.2,-1.2,1.44,-0.54,2026-06-02 16:19:40,"1"
{A5301056-4065-4B11-AE8E-521AD782FC9A},MO2606-P-7000.CFE,"20260602",2.6,4.4,2.4,2.4,2.4,697,22.654,3056,-58,2.8,-0.4,-0.4,-14.29,-14.29,2026-06-02 16:19:40,"1"
{BFF7D39D-C13B-492C-81E3-2ACCAF8645DD},MO2608-C-8900.CFE,"20260602",182,184.6,161.6,174.2,170,44,76.95,165,4,170.6,3.6,-0.6,2.11,-0.35,2026-06-02 16:19:40,"1"
{C957640B-DDB5-4313-A7B3-180E3176B019},MO2609-C-6600.CFE,"20260602",1544,1621.8,1544,1598.6,1581.6,27,432.114,357,-5,1552.8,45.8,28.8,2.95,1.85,2026-06-02 16:19:40,"1"
{D2C87DED-BB7D-48AE-A056-3ECE3DF04CD3},MO2606-C-9300.CFE,"20260602",10.2,11.4,8,8.2,8.2,3611,329.924,5098,-232,9.2,-1,-1,-10.87,-10.87,2026-06-02 16:19:40,"1"
{0586CBCD-B90A-41D6-A6C9-4095A1CF01F0},MO2607-P-7800.CFE,"20260602",142,191.2,127.4,136,136,887,1343.828,2061,44,148,-12,-12,-8.11,-8.11,2026-06-02 16:19:40,"1"
{0EA6661C-7C83-4DDC-A293-A9370A64659E},MO2607-P-9500.CFE,"20260602",1265.8,1388.6,1265.8,1291.2,1262.2,33,430.848,100,4,1279.4,11.8,-17.2,0.92,-1.34,2026-06-02 16:19:40,"1"
{20945C18-DC00-4F2F-818E-9CE9D06C62C8},MO2606-C-9900.CFE,"20260602",3.2,3.8,2.8,3.2,3.2,1086,37.072,5131,-50,3.2,0,0,0,0,2026-06-02 16:19:40,"1"
{2950E621-C2F6-4C2C-83E2-3840D07531B7},MO2609-P-8600.CFE,"20260602",767,856,724.2,763,763,458,3637.276,1222,50,783.6,-20.6,-20.6,-2.63,-2.63,2026-06-02 16:19:40,"1"
{2985F5F9-3FF3-4765-9D58-AD05C6D1291A},MO2608-P-8900.CFE,"20260602",956.6,956.6,956.6,956.6,856.8,2,19.132,161,0,873.2,83.4,-16.4,9.55,-1.88,2026-06-02 16:19:40,"1"
{329B756A-712B-4BDA-9599-C865B291D02D},MO2607-C-8400.CFE,"20260602",260,288.8,228.6,261.2,261.2,1170,2968.464,1511,303,258.6,2.6,2.6,1.01,1.01,2026-06-02 16:19:40,"1"
{32C30156-E3FB-4A86-BA78-682407FFA7F6},MO2607-C-9300.CFE,"20260602",52,55.4,46,47.4,47.4,166,82.856,712,19,50.4,-3,-3,-5.95,-5.95,2026-06-02 16:19:40,"1"
{05FC0019-5F32-4913-8F89-943A307093DA},MO2607-P-9600.CFE,"20260602",1394,1394,1360,1360,1356.4,9,123.594,88,-3,1374.2,-14.2,-17.8,-1.03,-1.3,2026-06-02 16:19:40,"1"
{06333A92-DDB8-4B25-9092-CD455055BB5C},MO2606-P-8100.CFE,"20260602",103,166,82.2,99.4,99.4,10931,12915.626,4912,-20,114,-14.6,-14.6,-12.81,-12.81,2026-06-02 16:19:40,"1"
{0F8C2CB8-E00A-4008-B76D-A3C88CD27D01},MO2607-P-8700.CFE,"20260602",597.2,690.2,540.2,571,582.8,312,1948.2,729,0,607.2,-36.2,-24.4,-5.96,-4.02,2026-06-02 16:19:40,"1"
{213E7B06-FBB6-445B-9581-6AD42688329A},MO2608-P-9600.CFE,"20260602",1452.2,1452.2,1452.2,1452.2,1450.8,5,72.954,9,1,1469.4,-17.2,-18.6,-1.17,-1.27,2026-06-02 16:19:40,"1"
{0FE1DC83-357F-4424-ABC3-59B9761A49BF},MO2609-P-10000.CFE,"20260602",1951.2,2018.6,1938.8,1938.8,1920.2,36,705.048,43,-15,1935.6,3.2,-15.4,0.17,-0.8,2026-06-02 16:19:40,"1"
{183DEA20-287B-404F-82EA-308F490B370C},MO2612-P-8400.CFE,"20260602",912.4,982,864.6,890.6,901.8,50,458.542,374,-21,912.6,-22,-10.8,-2.41,-1.18,2026-06-02 16:19:40,"1"
{21ECCAE3-4AFB-4708-AD27-8286B6D29565},MO2703-C-6800.CFE,"20260602",1278,1278,1212.8,1212.8,1291.4,2,24.908,56,2,1272.6,-59.8,18.8,-4.7,1.48,2026-06-02 16:19:40,"1"
{2A81CCC6-958D-4618-909B-2D2589975FD1},MO2606-C-9200.CFE,"20260602",15.6,15.6,11.8,11.8,11.8,4154,562.398,8955,134,14,-2.2,-2.2,-15.71,-15.71,2026-06-02 16:19:40,"1"
{2AC95E4F-ED98-430F-85C1-EF50A1A5229B},MO2606-C-8200.CFE,"20260602",280,307.2,210.2,261.8,261.8,6855,17365.084,3857,261,264,-2.2,-2.2,-0.83,-0.83,2026-06-02 16:19:40,"1"
{1036D0CE-6C94-493B-B9C1-C0D344980EEC},MO2607-P-7700.CFE,"20260602",115.8,157,103.6,111,111,765,955.464,1338,-121,121.8,-10.8,-10.8,-8.87,-8.87,2026-06-02 16:19:40,"1"
{2ACDE28E-7B58-4833-9C3A-3E7C71865B89},MO2608-P-8700.CFE,"20260602",696.8,696.8,696.8,696.8,710.4,2,13.936,146,2,725.4,-28.6,-15,-3.94,-2.07,2026-06-02 16:19:40,"1"
{2AEC5522-B4F7-4905-B29A-27EECC996A88},MO2703-P-9200.CFE,"20260602",,,,1463.2,1680.8,0,0,31,0,1708.6,-245.4,-27.8,-14.36,-1.63,2026-06-02 16:19:40,"1"
{10D32DC9-F155-40BA-97EC-9CD031AE6298},MO2612-C-9600.CFE,"20260602",171,174.4,156,165.4,162.8,298,487.53,1583,-44,162.6,2.8,0.2,1.72,0.12,2026-06-02 16:19:40,"1"
{19DDC10F-10FA-4FEA-8D1E-DD73E4921CA0},MO2609-C-8000.CFE,"20260602",539.2,583.4,490.4,549,549,454,2411.302,1931,94,531.8,17.2,17.2,3.23,3.23,2026-06-02 16:19:40,"1"
{2BBEFC3C-BD29-40DE-9AA3-AA6CBE38A534},MO2703-P-7600.CFE,"20260602",648,704,623.6,630,640.6,97,633.304,367,37,646,-16,-5.4,-2.48,-0.84,2026-06-02 16:19:40,"1"
{117C495B-706E-43AF-B495-229B1D175CA5},MO2608-C-8800.CFE,"20260602",188,211.4,181,202,193.2,88,175.392,155,8,195.6,6.4,-2.4,3.27,-1.23,2026-06-02 16:19:40,"1"
{11E178DC-CD42-462E-B1B2-B7D292013C58},MO2703-C-8600.CFE,"20260602",420.8,466,419.8,444,445.6,24,106.752,526,1,441.2,2.8,4.4,0.63,1,2026-06-02 16:19:40,"1"
{2CB4ABE7-6107-4208-82E8-5DD669A2A9A6},MO2606-C-8000.CFE,"20260602",410,453.2,322,403.6,403.6,3634,14081.746,3833,-198,395.8,7.8,7.8,1.97,1.97,2026-06-02 16:19:40,"1"
{0096090B-0FEA-46B0-B348-7508CE9A5CDF},MO2606-P-9400.CFE,"20260602",1114.2,1199,1044.4,1065,1074.8,141,1574.886,337,6,1089.8,-24.8,-15,-2.28,-1.38,2026-06-02 16:19:40,"1"
{0988EE31-C910-4D5C-9BC6-703424639BAE},MO2606-P-8300.CFE,"20260602",183,270.4,150.4,177.8,177.8,17468,35097.804,5290,556,198.6,-20.8,-20.8,-10.47,-10.47,2026-06-02 16:19:40,"1"
{124898C7-EBD6-468D-9849-68B11ECB931B},MO2703-C-6600.CFE,"20260602",1380,1386.6,1380,1386.6,1432.6,2,27.666,191,2,1414,-27.4,18.6,-1.94,1.32,2026-06-02 16:19:40,"1"
{124E5D74-4B62-43AD-A55A-700B63642F4C},MO2608-P-8200.CFE,"20260602",427.6,476.8,398,412.2,410,35,148.966,78,8,421,-8.8,-11,-2.09,-2.61,2026-06-02 16:19:40,"1"
{1B5F73A9-4943-443C-BF62-6775690EF3DC},MO2606-C-8100.CFE,"20260602",335,376,263,327,327,3197,10070.502,1340,26,327.8,-0.8,-0.8,-0.24,-0.24,2026-06-02 16:19:40,"1"
{00DDA0B9-4CB7-4F28-B373-FDC33EF3CB72},MO2607-C-8300.CFE,"20260602",313,338.2,268.2,300.8,300.8,2789,8015.364,2208,1275,301.4,-0.6,-0.6,-0.2,-0.2,2026-06-02 16:19:40,"1"
{1311FBD9-1E9A-4AC5-8984-25902457E936},MO2612-C-8600.CFE,"20260602",380,400.4,355.8,383.4,377,196,752.99,1030,39,371.4,12,5.6,3.23,1.51,2026-06-02 16:19:40,"1"
{24BE8E2E-B969-4C34-BC46-00C6BC916325},MO2606-C-8600.CFE,"20260602",102.8,110.8,78.2,89,89,25928,24310.04,13047,155,97,-8,-8,-8.25,-8.25,2026-06-02 16:19:40,"1"
{0158A55E-81A4-4735-B5A2-D7397C72B32C},MO2606-C-7100.CFE,"20260602",1193.2,1261.2,1106.2,1222.6,1239.4,118,1394.796,266,8,1216.8,5.8,22.6,0.48,1.86,2026-06-02 16:19:40,"1"
{0A9C6E99-6767-4E71-A3F4-F1DBF142CF44},MO2606-P-7900.CFE,"20260602",53,93.8,41.8,50.2,50.2,7388,4631.76,5127,-255,60.8,-10.6,-10.6,-17.43,-17.43,2026-06-02 16:19:40,"1"
{2E73A9D2-BE3E-4C73-A815-15EDE39B598A},MO2607-P-7400.CFE,"20260602",55,84.8,53,58,58,1388,921.572,2604,-7,60.8,-2.8,-2.8,-4.61,-4.61,2026-06-02 16:19:40,"1"
{13C17B91-911A-458C-8D91-4756757019FE},MO2607-C-8700.CFE,"20260602",157.4,172,139.4,150,146.2,1229,1889.92,3009,162,155,-5,-8.8,-3.23,-5.68,2026-06-02 16:19:40,"1"
{13D2001A-A34B-4DCE-BF71-300C000E4E80},MO2703-C-7400.CFE,"20260602",928.8,928.8,863.4,883,934.2,18,158.614,173,4,920.2,-37.2,14,-4.04,1.52,2026-06-02 16:19:40,"1"
{1415B1D0-207E-47BF-8BDE-B652C0FC9DC2},MO2607-C-7900.CFE,"20260602",543.2,581,467.8,530.8,530.8,164,822.004,216,11,524.4,6.4,6.4,1.22,1.22,2026-06-02 16:19:40,"1"
{1D51989A-6763-4774-8E99-C7E4F4B7D6CB},MO2609-C-8600.CFE,"20260602",294.8,320.4,267.2,301.4,301.4,931,2725.866,2650,106,287.4,14,14,4.87,4.87,2026-06-02 16:19:40,"1"
{2F1EF03C-20E8-49BF-A85E-2FCDEB64828D},MO2703-C-9400.CFE,"20260602",252.4,267,252.2,256.6,259.6,10,26.234,200,3,259.2,-2.6,0.4,-1,0.15,2026-06-02 16:19:40,"1"
{1DE79EE0-D52D-4DF9-B4CB-309595E4EDF9},MO2612-C-6400.CFE,"20260602",1563,1631.4,1563,1631.4,1650.2,4,64.56,359,-1,1630.8,0.6,19.4,0.04,1.19,2026-06-02 16:19:40,"1"
{2F7FFA28-AB15-44AA-8F1F-A12A0BDF56D1},MO2606-C-7200.CFE,"20260602",1092.6,1161.8,1012,1133.6,1140.6,149,1613.18,864,-1,1120.6,13,20,1.16,1.78,2026-06-02 16:19:40,"1"
{032000E0-6C81-4CAC-A35F-67626878A30F},MO2609-P-6200.CFE,"20260602",29.6,36,29.2,30.2,30.2,234,76.064,1330,17,31.2,-1,-1,-3.21,-3.21,2026-06-02 16:19:40,"1"
{0C297B2C-6571-4EE3-B509-56D0FBBAB68C},MO2607-C-8600.CFE,"20260602",195,207.8,165.4,181.8,181.8,1218,2262.518,2631,266,185,-3.2,-3.2,-1.73,-1.73,2026-06-02 16:19:40,"1"
{0C5F239A-A250-493E-8AD0-10CB2CABB773},MO2609-P-7800.CFE,"20260602",330.6,384,307.6,326.8,329,570,1990.724,1456,16,336.2,-9.4,-7.2,-2.8,-2.14,2026-06-02 16:19:40,"1"
{1536C1AB-C047-423D-B638-FE8306048F4F},MO2703-P-6800.CFE,"20260602",317,355,308,313,319.4,120,398.656,564,38,327.6,-14.6,-8.2,-4.46,-2.5,2026-06-02 16:19:40,"1"
{0CA0462E-77E4-4393-82CC-A4966ED49CC2},MO2612-C-7200.CFE,"20260602",1066.4,1070.2,1019,1070.2,1061.4,5,52.724,799,0,1041.4,28.8,20,2.77,1.92,2026-06-02 16:19:40,"1"
{15D352E6-36B5-46E8-B09D-D13E37A38256},MO2608-P-9400.CFE,"20260602",1308.4,1308.4,1218.2,1218.2,1271.2,6,75.606,5,3,1289.6,-71.4,-18.4,-5.54,-1.43,2026-06-02 16:19:40,"1"
{279BC852-EA53-4C70-8600-07888400C22E},MO2612-C-9800.CFE,"20260602",145.2,149.6,133.8,138.4,138.4,183,260.542,494,30,139.8,-1.4,-1.4,-1,-1,2026-06-02 16:19:40,"1"
{27D58518-2C68-40A9-BECA-B4F681705A16},MO2606-C-6600.CFE,"20260602",1695.6,1753.8,1621.6,1753.8,1736.8,55,925.824,364,2,1716,37.8,20.8,2.2,1.21,2026-06-02 16:19:40,"1"
{30BAA118-B35F-48EE-99D6-0AFC615F94B7},MO2606-C-5800.CFE,"20260602",2494.6,2565.4,2393.2,2541.6,2535.8,33,824.93,175,10,2514.6,27,21.2,1.07,0.84,2026-06-02 16:19:40,"1"
{04319A5D-E44F-4E01-8788-A5488D7F765C},MO2612-P-9200.CFE,"20260602",1568.8,1568.8,1453.2,1469,1479.6,6,89.486,558,0,1494,-25,-14.4,-1.67,-0.96,2026-06-02 16:19:40,"1"
{16224627-E8CB-45F7-950C-75EFE085B6B7},MO2609-P-6400.CFE,"20260602",41.4,50,39.8,41,41.4,136,59.316,789,-14,42.6,-1.6,-1.2,-3.76,-2.82,2026-06-02 16:19:40,"1"
{16509C1D-4F87-430E-ADA8-AE4C61DD4723},MO2703-P-7800.CFE,"20260602",755.8,816.2,727.6,735,744.8,68,525.83,380,-15,765.6,-30.6,-20.8,-4,-2.72,2026-06-02 16:19:40,"1"
{16695208-094D-42B5-95F2-1A20607E7C71},MO2606-C-9500.CFE,"20260602",5.2,6,4.2,4.4,4.4,1842,92.836,4449,-241,4.8,-0.4,-0.4,-8.33,-8.33,2026-06-02 16:19:40,"1"
{1F939097-0020-40F6-AD34-F4E19EADF54F},MO2606-C-9800.CFE,"20260602",3.6,4.2,3.2,3.4,3.4,845,31.806,3530,-54,3.2,0.2,0.2,6.25,6.25,2026-06-02 16:19:40,"1"
{1708B237-AFAF-4ADA-8E70-766CC137A3DA},MO2606-C-9100.CFE,"20260602",20,21.4,16,16.2,16.2,5208,953.544,6234,454,19,-2.8,-2.8,-14.74,-14.74,2026-06-02 16:19:40,"1"
{20136BE6-D12D-47DF-B563-CEE26B191D25},MO2612-C-7000.CFE,"20260602",1145.2,1210,1145.2,1210,1192.2,8,93.164,696,-1,1173.8,36.2,18.4,3.08,1.57,2026-06-02 16:19:40,"1"
{31D3CD6C-21CB-49FA-90C1-B70D0C15E194},MO2612-P-7600.CFE,"20260602",496.2,518.2,459.4,472,472,61,297.732,879,-13,479.6,-7.6,-7.6,-1.58,-1.58,2026-06-02 16:19:40,"1"
{B3E14304-5BE4-4B85-815A-C97871E1D4AF},MO2607-C-7800.CFE,"20260603",631.4,699.2,586.6,586.6,623.8,106,711.358,262,54,600.6,-14,23.2,-2.33,3.86,2026-06-03 16:14:33,"1"
{BC85982C-80AF-4C48-B89F-08984FBE886B},MO2608-P-8700.CFE,"20260603",605,634.2,605,634.2,677,9,55.838,151,5,710.4,-76.2,-33.4,-10.73,-4.7,2026-06-03 16:14:33,"1"
{C56D2A3B-0B5E-48EF-8707-9D5433387F71},MO2612-P-8800.CFE,"20260603",1148.8,1151.2,1096,1096,1148.2,44,489.652,535,29,1175.2,-79.2,-27,-6.74,-2.3,2026-06-03 16:14:33,"1"
{CE6D72E7-4C0F-43B5-9535-5B57527E25D9},MO2703-P-7600.CFE,"20260603",635.4,635.4,594.2,633.6,633.6,31,192.03,357,-10,640.6,-7,-7,-1.09,-1.09,2026-06-03 16:14:33,"1"
{D6CFDDD4-80FB-4CA4-879F-9161F2726686},MO2607-C-9300.CFE,"20260603",48,56.2,36.4,40,40.6,503,251.056,755,43,47.4,-7.4,-6.8,-15.61,-14.35,2026-06-03 16:14:33,"1"
{E053C6FA-9C37-4C9E-9C32-50A9B7B4AA19},MO2609-P-7600.CFE,"20260603",254.2,259.8,212,243,243,615,1429.394,2133,-35,254.2,-11.2,-11.2,-4.41,-4.41,2026-06-03 16:14:33,"1"
{E94CCF9F-02C9-4D65-932B-79350BB5B240},MO2606-P-5400.CFE,"20260603",1.2,1.2,0.8,0.8,0.8,23,0.188,787,-14,1,-0.2,-0.2,-20,-20,2026-06-03 16:14:33,"1"
{E98DDD99-7519-4D64-83E2-2C6C78495B1F},MO2609-C-7800.CFE,"20260603",640,755.8,630,660.2,660.2,123,860.606,1048,3,656.4,3.8,3.8,0.58,0.58,2026-06-03 16:14:33,"1"
{F2A3AB44-C176-4C16-8CA8-1DDA9BF5F73E},MO2606-P-9600.CFE,"20260603",1247,1285,1121.6,1263.2,1242.6,62,736.112,233,27,1266.6,-3.4,-24,-0.27,-1.89,2026-06-03 16:14:33,"1"
{51FFD5EB-CA33-45A4-8F48-4C2EA20556AD},MO2609-C-7400.CFE,"20260603",948.6,1036.6,894,931.2,941.2,23,225.13,711,0,919.2,12,22,1.31,2.39,2026-06-03 16:14:33,"1"
{522C8FC6-1F4C-4871-B52E-9A8BF05C3F91},MO2608-C-7700.CFE,"20260603",,,,714.2,733.2,0,0,3,0,721,-6.8,12.2,-0.94,1.69,2026-06-03 16:14:33,"1"
{6D739110-2ABC-4364-97B4-96AFDEA75F64},MO2606-C-9400.CFE,"20260603",6.2,6.6,3,3.8,3.8,2538,131.738,5419,-521,6,-2.2,-2.2,-36.67,-36.67,2026-06-03 16:14:33,"1"
{6D97A0A8-AA7F-473F-B049-AC3D70C96849},MO2609-P-7800.CFE,"20260603",319.8,333.4,275.8,314.6,314.6,865,2641.312,1490,34,329,-14.4,-14.4,-4.38,-4.38,2026-06-03 16:14:33,"1"
{75F970E8-F3B4-4F5A-81D2-3142EA7C1720},MO2612-C-7600.CFE,"20260603",824.4,898,773.6,797.6,814.8,46,391.772,1022,2,808.2,-10.6,6.6,-1.31,0.82,2026-06-03 16:14:33,"1"
{760BBF93-1B1B-443F-B271-BFB9F514B8BD},MO2703-P-9200.CFE,"20260603",,,,1463.2,1665.4,0,0,31,0,1680.8,-217.6,-15.4,-12.95,-0.92,2026-06-03 16:14:33,"1"
{A2248BE7-BFCC-4E73-9E18-96A266B9FCE8},MO2703-P-7400.CFE,"20260603",544.2,545.6,510,545.6,544.6,33,173.686,351,2,545.2,0.4,-0.6,0.07,-0.11,2026-06-03 16:14:33,"1"
{AB33D346-28C9-44AD-AA14-491F1FB4A5E7},MO2608-P-9500.CFE,"20260603",1257.8,1276.2,1257.8,1276.2,1325.4,6,77.888,8,2,1360.4,-84.2,-35,-6.19,-2.57,2026-06-03 16:14:33,"1"
{BD2A45D2-2FA3-4E73-8FCA-5BD621CE9306},MO2606-C-7800.CFE,"20260603",595.8,705,545.4,592.8,592.8,201,1296.304,1291,11,561,31.8,31.8,5.67,5.67,2026-06-03 16:14:33,"1"
{C66BD6F6-0B69-414B-A882-E07F70388A86},MO2609-C-9000.CFE,"20260603",199.2,229,174.4,187,187,1620,3349.938,2017,-345,196.8,-9.8,-9.8,-4.98,-4.98,2026-06-03 16:14:33,"1"
{FBA1F7E8-87F9-4807-9322-398E36121A9F},MO2606-P-6400.CFE,"20260603",1.2,1.8,1.2,1.2,1,12,0.144,1296,0,1,0.2,0,20,0,2026-06-03 16:14:33,"1"
{FBE378F1-C080-40F2-92B9-F0590FAD6726},MO2609-P-9400.CFE,"20260603",1350,1350,1290,1290,1354,8,104.952,199,-2,1387.2,-97.2,-33.2,-7.01,-2.39,2026-06-03 16:14:33,"1"
{528A1F85-37F1-424D-AD1C-C061CCEEA812},MO2607-P-8000.CFE,"20260603",202.2,202.2,146.4,177.6,177.6,1174,1973.092,1594,60,199.8,-22.2,-22.2,-11.11,-11.11,2026-06-03 16:14:33,"1"
{6DC20535-0311-4AE0-B9EE-BD95F274A6ED},MO2609-C-6200.CFE,"20260603",2056.8,2056.8,2026.8,2026.8,1969.8,3,61.104,346,-1,1949.8,77,20,3.95,1.03,2026-06-03 16:14:33,"1"
{6E29C640-F1EB-4308-BD02-77A29EEE6228},MO2606-P-7300.CFE,"20260603",3.6,4.4,2.8,3.6,3.6,1323,46.698,2122,-40,4.2,-0.6,-0.6,-14.29,-14.29,2026-06-03 16:14:33,"1"
{7F86FEDB-6F13-486A-A3C4-057A1B852AC1},MO2606-P-7800.CFE,"20260603",35.2,35.2,19.6,27,27,5577,1426.214,8060,378,35.2,-8.2,-8.2,-23.3,-23.3,2026-06-03 16:14:33,"1"
{88067D85-ACC4-4B46-BB82-E4733E70B9C3},MO2606-C-7000.CFE,"20260603",1353.8,1484.2,1353.8,1442.4,1367.6,97,1362.022,494,-8,1338.6,103.8,29,7.75,2.17,2026-06-03 16:14:33,"1"
{ABC21522-CF29-4ACE-9D71-6F6E434FD1D3},MO2607-C-8400.CFE,"20260603",269,324.2,231,259,259,1522,4406.658,1735,224,261.2,-2.2,-2.2,-0.84,-0.84,2026-06-03 16:14:33,"1"
{B4EDBF90-A229-434E-A962-90BA4F19E2E1},MO2612-C-7200.CFE,"20260603",1092,1142.2,1074,1074,1059.8,6,66.196,799,0,1061.4,12.6,-1.6,1.19,-0.15,2026-06-03 16:14:33,"1"
{B511AC40-FF21-44B1-93B7-B9D9A74D5579},MO2606-C-7600.CFE,"20260603",763.8,891.6,720.2,765.8,778.8,165,1380.494,1254,-8,742.6,23.2,36.2,3.12,4.87,2026-06-03 16:14:33,"1"
{C6C79BFF-8523-4E7B-93F1-CC3745BA89F2},MO2703-C-10000.CFE,"20260603",170.8,188.2,163.4,164,169.4,424,748.822,676,-11,169.6,-5.6,-0.2,-3.3,-0.12,2026-06-03 16:14:33,"1"
{D7E26807-EAA2-4091-845F-19AB2C27650C},MO2703-C-8000.CFE,"20260603",674.8,711.6,633,664.6,664.6,84,569.688,398,-3,656.8,7.8,7.8,1.19,1.19,2026-06-03 16:14:33,"1"
{D806D660-4D4E-4BD0-9BA5-D05CF40EC533},MO2612-P-9000.CFE,"20260603",1299.8,1299.8,1243,1268.2,1296.6,18,231.042,698,13,1324,-55.8,-27.4,-4.21,-2.07,2026-06-03 16:14:33,"1"
{FC8445B4-62F0-4BCE-A360-B46E24F9AB4C},MO2612-C-10000.CFE,"20260603",118.6,134.8,112.4,118,118,240,303.606,482,31,118,0,0,0,0,2026-06-03 16:14:33,"1"
{52F7BB28-C3D0-43B9-86FA-57DB6223DE85},MO2608-P-9000.CFE,"20260603",848,939,819.2,905.2,899.6,16,140.332,282,5,934.8,-29.6,-35.2,-3.17,-3.77,2026-06-03 16:14:33,"1"
{5334C19E-EC34-46A8-A570-A54DAF265271},MO2606-P-8800.CFE,"20260603",518,530,379.2,476.2,476.2,1616,7084.238,3430,-208,521.6,-45.4,-45.4,-8.7,-8.7,2026-06-03 16:14:33,"1"
{535F92A2-88C4-410A-8F25-65333FC524AD},MO2606-P-6200.CFE,"20260603",1.4,1.4,0.8,1,0.8,5,0.052,998,-4,1,0,-0.2,0,-20,2026-06-03 16:14:33,"1"
{6E8B6AD2-25D2-40E9-BFE2-220DDA466BFE},MO2606-P-8100.CFE,"20260603",85,100.8,56.4,79.8,79.8,7748,5626.4,5222,310,99.4,-19.6,-19.6,-19.72,-19.72,2026-06-03 16:14:33,"1"
{7763C64A-A54F-4CDE-9656-A34000CF4DC1},MO2607-C-8600.CFE,"20260603",180.6,233,160,179.6,179.6,1853,3778.516,2987,356,181.8,-2.2,-2.2,-1.21,-1.21,2026-06-03 16:14:33,"1"
